Name,ID,Class,Section,Phone,Email,Math,English,Hindi,Science,Economics,History,Geography,Telugu,Physics,Chemistry
Student_8396,39115d89,7,A,9976642322,student_8396@school.com,,54.0,,,66.0,93.0,,,90.0,57.0
Student_8397,0341b648,8,E,6813786301,student_8397@school.com,,60.0,77.0,,77.0,,,57.0,,77.0
Student_8398,9ece7518,7,A,8591704307,student_8398@school.com,53.0,,,,41.0,,77.0,42.0,,53.0
Student_8399,68665bf8,10,D,9532203222,student_8399@school.com,,92.0,90.0,63.0,,50.0,96.0,,,
Student_8400,498ba238,9,C,7514334660,student_8400@school.com,79.0,,,93.0,41.0,54.0,,63.0,,
Student_8401,a3ef8116,11,C,9023507934,student_8401@school.com,93.0,,,,,51.0,,44.0,61.0,41.0
Student_8402,4a031311,11,D,9992724039,student_8402@school.com,,,65.0,44.0,,,91.0,45.0,,78.0
Student_8403,ced16e5a,9,E,8415303298,student_8403@school.com,87.0,96.0,72.0,50.0,,,,,,77.0
Student_8404,a468879d,8,E,9306956817,student_8404@school.com,,,,63.0,,65.0,87.0,,88.0,47.0
Student_8405,f4245b0d,10,A,8471445808,student_8405@school.com,,58.0,78.0,46.0,,96.0,,,89.0,
Student_8406,c14d5ea8,9,C,9918017248,student_8406@school.com,,54.0,,50.0,52.0,59.0,89.0,,,
Student_8407,94ec2c9e,10,D,7630612088,student_8407@school.com,,,61.0,50.0,,74.0,53.0,60.0,,
Student_8408,7193681e,11,E,7815371824,student_8408@school.com,73.0,59.0,,92.0,40.0,,,51.0,,
Student_8409,166ebf95,8,A,8174519981,student_8409@school.com,50.0,97.0,,42.0,,,,,65.0,97.0
Student_8410,d9a9f0f1,8,B,6371198817,student_8410@school.com,,,65.0,90.0,,80.0,99.0,,86.0,
Student_8411,8f04e218,10,D,8599386700,student_8411@school.com,48.0,88.0,,,,,73.0,,88.0,54.0
Student_8412,8e68fc8a,11,A,6969406828,student_8412@school.com,63.0,76.0,,46.0,,83.0,,,,42.0
Student_8413,b32c14bb,7,D,9928584570,student_8413@school.com,96.0,51.0,65.0,,,64.0,,,55.0,
Student_8414,980b24a7,7,B,7703763799,student_8414@school.com,,98.0,,89.0,,62.0,,68.0,,69.0
Student_8415,47b5f2a5,10,B,9355562039,student_8415@school.com,90.0,69.0,,,,47.0,,59.0,58.0,
Student_8416,fdae9109,7,A,9966739870,student_8416@school.com,,41.0,,91.0,54.0,,,67.0,,61.0
Student_8417,ae114e14,6,E,8951700879,student_8417@school.com,,,,,60.0,57.0,57.0,54.0,,43.0
Student_8418,269a6149,8,B,8535121923,student_8418@school.com,71.0,,73.0,78.0,,,47.0,70.0,,
Student_8419,ea4834bc,6,D,7448043049,student_8419@school.com,59.0,,,41.0,96.0,,,50.0,,78.0
Student_8420,440f826f,11,D,7106792494,student_8420@school.com,,63.0,53.0,,,42.0,41.0,79.0,,
Student_8421,39663699,10,E,8379583377,student_8421@school.com,,52.0,89.0,,92.0,,,83.0,,71.0
Student_8422,2ae7f843,11,A,6348199588,student_8422@school.com,52.0,,87.0,,58.0,49.0,,81.0,,
Student_8423,a75243e2,9,C,8180158854,student_8423@school.com,,65.0,50.0,,,,68.0,67.0,,91.0
Student_8424,db425c18,11,C,6484290390,student_8424@school.com,85.0,50.0,,,42.0,60.0,,42.0,,
Student_8425,901c0894,11,C,6811233562,student_8425@school.com,90.0,72.0,,,77.0,,52.0,67.0,,
Student_8426,01929224,8,C,9895873257,student_8426@school.com,96.0,63.0,62.0,,74.0,,,43.0,,
Student_8427,e92ef8e2,10,B,8086149106,student_8427@school.com,49.0,,72.0,,,49.0,58.0,65.0,,
Student_8428,bcdaee9b,7,E,7142239223,student_8428@school.com,50.0,,,80.0,,53.0,92.0,,,44.0
Student_8429,402350b9,11,C,8864570423,student_8429@school.com,64.0,81.0,,,82.0,,,51.0,,95.0
Student_8430,11825abf,8,D,6134909863,student_8430@school.com,,80.0,,,,89.0,,84.0,54.0,95.0
Student_8431,2c3beba0,9,D,6349405393,student_8431@school.com,80.0,95.0,62.0,52.0,,,,,,68.0
Student_8432,2f10a107,11,D,8540840867,student_8432@school.com,,63.0,,,85.0,99.0,,74.0,,95.0
Student_8433,239a0e5a,8,E,8553171108,student_8433@school.com,82.0,,,,50.0,,74.0,,95.0,76.0
Student_8434,216bbaa4,6,E,6348792159,student_8434@school.com,,,92.0,,73.0,,79.0,99.0,48.0,
Student_8435,ba35d58c,6,E,7235489190,student_8435@school.com,51.0,57.0,42.0,,,75.0,,57.0,,
Student_8436,4a468cab,6,E,6841556015,student_8436@school.com,,,88.0,79.0,44.0,,,,48.0,62.0
Student_8437,1594f108,6,E,8567866005,student_8437@school.com,,,,61.0,71.0,,87.0,77.0,46.0,
Student_8438,d48d2159,7,C,9959134093,student_8438@school.com,,83.0,,63.0,,,73.0,78.0,41.0,
Student_8439,134c65ed,6,D,6431929859,student_8439@school.com,,,,84.0,42.0,,49.0,72.0,85.0,
Student_8440,4ba7f2c9,11,D,9216044491,student_8440@school.com,44.0,74.0,76.0,,,93.0,93.0,,,
Student_8441,b1112290,9,C,8711167916,student_8441@school.com,97.0,67.0,74.0,,43.0,,,59.0,,
Student_8442,2f427234,9,C,6263227844,student_8442@school.com,,73.0,69.0,66.0,90.0,,,,,62.0
Student_8443,b38677be,6,B,9704751428,student_8443@school.com,,41.0,49.0,94.0,88.0,,,,,80.0
Student_8444,b3759a51,7,B,7798509256,student_8444@school.com,,48.0,87.0,97.0,92.0,,,,,69.0
Student_8445,417023a7,6,B,9573479396,student_8445@school.com,,,45.0,,79.0,,55.0,90.0,41.0,
Student_8446,74dc9a1a,7,A,9752866503,student_8446@school.com,,,94.0,,65.0,,79.0,72.0,47.0,
Student_8447,dab4d6db,6,B,7809331505,student_8447@school.com,,96.0,,69.0,,,,76.0,96.0,93.0
Student_8448,46aebeb8,10,D,6087427124,student_8448@school.com,,,100.0,,,100.0,98.0,62.0,,68.0
Student_8449,a7bb6fba,6,B,9263530880,student_8449@school.com,81.0,67.0,,59.0,,,51.0,,,58.0
Student_8450,16fbb6ff,11,A,8354835641,student_8450@school.com,,48.0,,73.0,44.0,48.0,,45.0,,
Student_8451,d6477b5c,6,E,8016732740,student_8451@school.com,61.0,90.0,81.0,66.0,,,,61.0,,
Student_8452,be98fed9,7,E,8383568745,student_8452@school.com,65.0,49.0,,,81.0,,93.0,79.0,,
Student_8453,42c030f1,11,C,6269544894,student_8453@school.com,,86.0,,,,68.0,75.0,96.0,40.0,
Student_8454,da6d7057,7,A,9533848718,student_8454@school.com,,,,91.0,,47.0,77.0,64.0,,84.0
Student_8455,d5df059f,11,E,8683236984,student_8455@school.com,67.0,,,,,96.0,75.0,86.0,,71.0
Student_8456,16004b84,9,C,9950581984,student_8456@school.com,67.0,96.0,60.0,,,48.0,94.0,,,
Student_8457,64aae814,10,A,9659467282,student_8457@school.com,,,41.0,,70.0,,43.0,97.0,66.0,
Student_8458,18d15931,6,A,6709270130,student_8458@school.com,95.0,,,,58.0,64.0,48.0,69.0,,
Student_8459,45760fa7,10,B,6576277776,student_8459@school.com,55.0,,,,83.0,96.0,,49.0,,63.0
Student_8460,ca0e6cd5,10,B,8415610775,student_8460@school.com,,66.0,49.0,87.0,,53.0,53.0,,,
Student_8461,0e3f9230,6,A,8246498186,student_8461@school.com,,71.0,,,,,83.0,81.0,67.0,50.0
Student_8462,e976eecd,10,D,7995407364,student_8462@school.com,72.0,,44.0,98.0,,60.0,92.0,,,
Student_8463,761c673e,11,A,6903863644,student_8463@school.com,,,75.0,53.0,96.0,97.0,93.0,,,
Student_8464,20debace,10,A,7820877005,student_8464@school.com,,,,47.0,44.0,61.0,,,48.0,97.0
Student_8465,cfe18ff5,11,C,8529969556,student_8465@school.com,60.0,,61.0,70.0,,,87.0,,,57.0
Student_8466,fd1bf8f5,9,A,9974767325,student_8466@school.com,89.0,,,95.0,,80.0,70.0,83.0,,
Student_8467,9f248faa,10,D,6786211176,student_8467@school.com,,,40.0,,62.0,,53.0,,56.0,72.0
Student_8468,9027528b,7,E,6772993996,student_8468@school.com,,,,74.0,,,59.0,48.0,42.0,51.0
Student_8469,e3849585,8,D,8597492996,student_8469@school.com,,85.0,86.0,,49.0,,56.0,49.0,,
Student_8470,d3dcfe42,11,C,9768873089,student_8470@school.com,,,,100.0,56.0,,65.0,,85.0,43.0
Student_8471,c405542e,9,A,8455572486,student_8471@school.com,41.0,,,,65.0,,47.0,72.0,,81.0
Student_8472,3349dfef,8,B,9085193026,student_8472@school.com,93.0,82.0,,,68.0,,,,96.0,69.0
Student_8473,7bf30671,7,B,9399416943,student_8473@school.com,,,60.0,48.0,,46.0,,57.0,,74.0
Student_8474,7e038fd9,9,D,9903484486,student_8474@school.com,,49.0,,41.0,,90.0,,58.0,66.0,
Student_8475,d00f542f,9,C,7726665813,student_8475@school.com,82.0,81.0,76.0,,52.0,,92.0,,,
Student_8476,3f03d69b,8,D,8581772947,student_8476@school.com,,,71.0,46.0,,81.0,87.0,,,72.0
Student_8477,d019fb37,7,C,9324562995,student_8477@school.com,59.0,66.0,,,,41.0,56.0,,,57.0
Student_8478,336ad7ad,11,C,8448677962,student_8478@school.com,88.0,,67.0,45.0,70.0,,,,100.0,
Student_8479,57e27edf,8,D,6646883040,student_8479@school.com,,,,75.0,53.0,80.0,,85.0,40.0,
Student_8480,be220ef6,11,E,7955721877,student_8480@school.com,43.0,,62.0,49.0,54.0,,,,85.0,
Student_8481,145ceac1,7,B,7457116940,student_8481@school.com,64.0,94.0,95.0,,,,,,85.0,70.0
Student_8482,ac74c803,10,B,6757323117,student_8482@school.com,81.0,,,,58.0,,,47.0,84.0,95.0
Student_8483,328460f4,8,C,7578964994,student_8483@school.com,81.0,,,,84.0,90.0,,43.0,68.0,
Student_8484,6f5c0803,8,B,6845702692,student_8484@school.com,52.0,,,46.0,,81.0,54.0,,56.0,
Student_8485,7b8f48df,10,A,6414162794,student_8485@school.com,,,99.0,,62.0,66.0,75.0,,85.0,
Student_8486,d59c43f8,7,B,6115974755,student_8486@school.com,,71.0,46.0,42.0,56.0,64.0,,,,
Student_8487,e7d2edee,10,D,7760678207,student_8487@school.com,,95.0,88.0,,,,,100.0,80.0,64.0
Student_8488,3760b983,9,E,6133633176,student_8488@school.com,94.0,72.0,,72.0,,58.0,,,71.0,
Student_8489,c1aa66c0,9,D,7232918353,student_8489@school.com,59.0,,,60.0,70.0,,73.0,72.0,,
Student_8490,a87f8eaf,8,C,7333366979,student_8490@school.com,74.0,,,,,73.0,78.0,71.0,56.0,
Student_8491,b5dc1feb,8,D,6747229592,student_8491@school.com,,66.0,96.0,54.0,97.0,,98.0,,,
Student_8492,95d4fe27,10,D,9343417008,student_8492@school.com,,76.0,,90.0,,56.0,,92.0,,97.0
Student_8493,b34340bf,8,C,8293444010,student_8493@school.com,55.0,42.0,,,,,44.0,,44.0,52.0
Student_8494,be15ebce,10,B,8071523395,student_8494@school.com,44.0,92.0,40.0,,,85.0,99.0,,,
Student_8495,475736e6,7,E,8718441627,student_8495@school.com,99.0,93.0,,54.0,,45.0,,,,75.0
Student_8496,14c7cd4c,11,E,6526143919,student_8496@school.com,64.0,99.0,,,40.0,,,72.0,,76.0
Student_8497,7968334d,6,E,7879914783,student_8497@school.com,74.0,,50.0,,53.0,,,83.0,54.0,
Student_8498,ab2f397b,9,B,7475494406,student_8498@school.com,73.0,,,,,58.0,,51.0,89.0,62.0
Student_8499,9a56b29a,7,C,6523488241,student_8499@school.com,,,,66.0,58.0,79.0,,93.0,,85.0
Student_8500,4b400829,6,C,7348503276,student_8500@school.com,70.0,,53.0,,,,65.0,,65.0,61.0
Student_8501,4dbd1ebd,6,E,8012158008,student_8501@school.com,83.0,,,99.0,40.0,,67.0,,78.0,
Student_8502,e503f981,6,B,6930295394,student_8502@school.com,,58.0,45.0,76.0,65.0,46.0,,,,
Student_8503,f83b2e2a,6,A,7703933171,student_8503@school.com,44.0,,48.0,,84.0,56.0,,,,48.0
Student_8504,6b4c92e7,6,A,6205622522,student_8504@school.com,,78.0,,96.0,92.0,,,76.0,81.0,
Student_8505,8f196cfd,6,B,8302360900,student_8505@school.com,83.0,89.0,80.0,85.0,,60.0,,,,
Student_8506,21c84b23,11,D,9186644546,student_8506@school.com,,,,,90.0,97.0,84.0,51.0,74.0,
Student_8507,6b599482,11,D,8065447334,student_8507@school.com,,77.0,52.0,,,45.0,74.0,48.0,,
Student_8508,ee8db154,11,E,6991427871,student_8508@school.com,,,79.0,78.0,85.0,,94.0,,66.0,
Student_8509,11746a89,6,D,9433275034,student_8509@school.com,,,92.0,,63.0,,98.0,84.0,76.0,
Student_8510,ed5caa08,10,C,7825617673,student_8510@school.com,76.0,,65.0,,45.0,58.0,94.0,,,
Student_8511,80ffbe20,10,E,9840088736,student_8511@school.com,,66.0,78.0,,,69.0,,,69.0,89.0
Student_8512,d65876a7,8,B,7448717733,student_8512@school.com,58.0,53.0,,,,,,90.0,80.0,80.0
Student_8513,4227218e,9,E,8257148693,student_8513@school.com,41.0,,,58.0,,54.0,41.0,,96.0,
Student_8514,8827d298,6,B,8166688492,student_8514@school.com,54.0,61.0,,,48.0,74.0,,,,60.0
Student_8515,110a69ea,9,E,9277568945,student_8515@school.com,,,62.0,,74.0,,94.0,96.0,,57.0
Student_8516,0af07da9,10,B,6285890389,student_8516@school.com,,,,45.0,46.0,77.0,,51.0,57.0,
Student_8517,23715631,7,E,9680222017,student_8517@school.com,,78.0,,,,75.0,53.0,54.0,75.0,
Student_8518,15c8455c,11,B,6045256387,student_8518@school.com,91.0,84.0,,56.0,,,82.0,,,61.0
Student_8519,706c9608,9,C,9824242137,student_8519@school.com,93.0,,92.0,74.0,,51.0,,,64.0,
Student_8520,d7fb7b12,11,C,7407300444,student_8520@school.com,94.0,,48.0,,43.0,50.0,78.0,,,
Student_8521,6a1bde9a,8,E,7397004784,student_8521@school.com,65.0,80.0,,99.0,56.0,,,,43.0,
Student_8522,8cec745c,8,D,7360945362,student_8522@school.com,,55.0,99.0,75.0,,65.0,,44.0,,
Student_8523,f4d5aadc,10,B,9197506105,student_8523@school.com,,,98.0,40.0,,91.0,,,85.0,71.0
Student_8524,c4186700,11,D,6064887970,student_8524@school.com,65.0,,81.0,71.0,76.0,,,,,79.0
Student_8525,53895b8f,10,D,7021788167,student_8525@school.com,87.0,,97.0,45.0,70.0,,,,86.0,
Student_8526,f78fba39,6,B,6060613965,student_8526@school.com,55.0,,,,93.0,100.0,56.0,,,86.0
Student_8527,bb4588f0,10,D,7567229164,student_8527@school.com,,64.0,,61.0,83.0,,76.0,,75.0,
Student_8528,eb94da20,9,C,6471830426,student_8528@school.com,,,89.0,64.0,,,,99.0,42.0,83.0
Student_8529,22e32b63,8,C,8893899926,student_8529@school.com,89.0,,,,44.0,62.0,43.0,80.0,,
Student_8530,14f0becc,11,C,6905620092,student_8530@school.com,,,71.0,,42.0,43.0,64.0,,,72.0
Student_8531,7e9dd254,6,D,7153571004,student_8531@school.com,,60.0,63.0,40.0,77.0,,,,,84.0
Student_8532,2b2e3250,10,C,6624706921,student_8532@school.com,42.0,,77.0,62.0,,44.0,,,69.0,
Student_8533,f9f700c1,10,B,8291602328,student_8533@school.com,,51.0,72.0,68.0,,,,,86.0,42.0
Student_8534,037145b2,8,D,8335919228,student_8534@school.com,87.0,,,67.0,62.0,,,71.0,,76.0
Student_8535,90e63938,7,E,9317982696,student_8535@school.com,55.0,52.0,,,96.0,80.0,,76.0,,
Student_8536,82bde894,7,E,9375715112,student_8536@school.com,,87.0,,69.0,,55.0,82.0,,42.0,
Student_8537,1fb13a60,8,D,7350695345,student_8537@school.com,,,,97.0,95.0,63.0,82.0,,67.0,
Student_8538,abf5edeb,7,E,7765379615,student_8538@school.com,63.0,,,55.0,,41.0,96.0,,63.0,
Student_8539,5f0d9daf,7,C,8113252506,student_8539@school.com,,,77.0,99.0,56.0,,,59.0,,83.0
Student_8540,da92e33a,10,E,7054716181,student_8540@school.com,76.0,95.0,,46.0,70.0,,,,,91.0
Student_8541,9ec0b7b8,7,E,9197080725,student_8541@school.com,,,,42.0,,90.0,100.0,,50.0,81.0
Student_8542,9010c9ad,10,D,6896295890,student_8542@school.com,68.0,73.0,,,72.0,68.0,89.0,,,
Student_8543,c68480d2,11,D,9253333910,student_8543@school.com,,61.0,,,,,56.0,71.0,55.0,40.0
Student_8544,54e5b6fc,11,B,9509413545,student_8544@school.com,,46.0,68.0,,,73.0,,59.0,,51.0
Student_8545,05813a1e,10,C,9902860751,student_8545@school.com,66.0,,,60.0,65.0,,99.0,,76.0,
Student_8546,10c3e488,11,E,7495257259,student_8546@school.com,,64.0,75.0,78.0,,,79.0,,80.0,
Student_8547,7c9f03d8,7,C,7376988370,student_8547@school.com,77.0,,40.0,66.0,,,,65.0,,59.0
Student_8548,1b440e15,10,A,9759078447,student_8548@school.com,,,94.0,72.0,,,,98.0,59.0,67.0
Student_8549,2e530a15,7,D,7861136795,student_8549@school.com,64.0,,83.0,,,,94.0,,41.0,57.0
Student_8550,2183bf35,10,D,6003821274,student_8550@school.com,,98.0,70.0,,97.0,97.0,,88.0,,
Student_8551,a75cf975,10,B,8306943278,student_8551@school.com,68.0,,,60.0,46.0,,,64.0,99.0,
Student_8552,d05acd28,11,E,6566439353,student_8552@school.com,,93.0,,,68.0,45.0,75.0,,76.0,
Student_8553,33e553a6,10,A,6124749315,student_8553@school.com,,98.0,98.0,65.0,,,66.0,,79.0,
Student_8554,bc0d3bf9,6,D,6090054583,student_8554@school.com,,,,,53.0,91.0,75.0,,67.0,87.0
Student_8555,0c174384,9,D,8198571114,student_8555@school.com,90.0,,62.0,63.0,,87.0,,,,43.0
Student_8556,df73cb1b,11,D,7789794745,student_8556@school.com,,,70.0,66.0,70.0,88.0,,,,45.0
Student_8557,d9ac95a0,6,C,9754042429,student_8557@school.com,73.0,53.0,,,,,45.0,73.0,,98.0
Student_8558,0b4734f1,10,A,8276349248,student_8558@school.com,81.0,62.0,,,85.0,,,46.0,52.0,
Student_8559,fb9123a2,6,A,7300958027,student_8559@school.com,,,40.0,,61.0,51.0,,61.0,,48.0
Student_8560,1e418292,6,D,8304653477,student_8560@school.com,,,94.0,,72.0,84.0,,,51.0,97.0
Student_8561,c3b8a4a7,9,E,9682367219,student_8561@school.com,45.0,63.0,45.0,,,,,66.0,,98.0
Student_8562,82829888,7,D,9980444092,student_8562@school.com,43.0,,78.0,43.0,47.0,67.0,,,,
Student_8563,1051d524,9,A,8924914337,student_8563@school.com,41.0,62.0,,,,,54.0,,56.0,84.0
Student_8564,e9c3ba70,11,E,6497749816,student_8564@school.com,56.0,,84.0,,73.0,,91.0,,70.0,
Student_8565,5d252fa9,10,B,9592711969,student_8565@school.com,,78.0,,43.0,61.0,,88.0,,,60.0
Student_8566,2f587d1b,11,C,6431460791,student_8566@school.com,,,91.0,,41.0,93.0,,88.0,,91.0
Student_8567,a5286ce7,10,A,7933731404,student_8567@school.com,,,76.0,,,90.0,74.0,93.0,,68.0
Student_8568,346676f2,10,B,7660944071,student_8568@school.com,85.0,,54.0,,,93.0,,86.0,,96.0
Student_8569,bf7adc06,8,D,9979105597,student_8569@school.com,81.0,,,63.0,87.0,52.0,83.0,,,
Student_8570,e266cd27,9,A,6000486896,student_8570@school.com,,,61.0,,,92.0,95.0,,86.0,58.0
Student_8571,b5be80ef,11,E,7880126746,student_8571@school.com,40.0,100.0,,,,,92.0,73.0,,71.0
Student_8572,d8e7d53b,7,B,9271270725,student_8572@school.com,,83.0,,89.0,,77.0,85.0,,,87.0
Student_8573,15d2b1d2,9,E,6706329516,student_8573@school.com,96.0,,51.0,,,54.0,,73.0,,68.0
Student_8574,914ae746,6,E,7634529648,student_8574@school.com,,,41.0,78.0,,65.0,52.0,,90.0,
Student_8575,33182da6,10,E,6668664266,student_8575@school.com,,91.0,,60.0,59.0,69.0,80.0,,,
Student_8576,adc3d946,6,A,8435059723,student_8576@school.com,94.0,91.0,43.0,,,,,,81.0,91.0
Student_8577,3ca9ada8,7,E,7504959841,student_8577@school.com,77.0,,,98.0,53.0,,,95.0,82.0,
Student_8578,88293a2a,10,B,8622487076,student_8578@school.com,81.0,,,71.0,,49.0,,43.0,,95.0
Student_8579,258c77b4,8,E,7645448719,student_8579@school.com,,,68.0,,49.0,,79.0,99.0,71.0,
Student_8580,e64e9041,11,B,9987370224,student_8580@school.com,89.0,,,,100.0,,58.0,59.0,,49.0
Student_8581,4b463075,6,C,7008087030,student_8581@school.com,,78.0,44.0,74.0,,,,,100.0,74.0
Student_8582,95de2fe5,10,D,8472892637,student_8582@school.com,93.0,44.0,,94.0,,,72.0,,44.0,
Student_8583,372758e8,11,B,9701257081,student_8583@school.com,,,,,91.0,,74.0,44.0,65.0,79.0
Student_8584,34c43599,9,C,8518705333,student_8584@school.com,,46.0,,,97.0,99.0,84.0,69.0,,
Student_8585,6df2fa88,11,A,8196391593,student_8585@school.com,42.0,,,70.0,,96.0,,74.0,86.0,
Student_8586,48d44cb8,10,B,7318742688,student_8586@school.com,,,,73.0,,,91.0,68.0,91.0,61.0
Student_8587,bdb4ff4f,11,A,7153540329,student_8587@school.com,64.0,,48.0,,48.0,,,76.0,,83.0
Student_8588,c3e429a7,11,C,8343912059,student_8588@school.com,56.0,89.0,,,87.0,,85.0,,,62.0
Student_8589,94caec19,11,E,6177959751,student_8589@school.com,,91.0,67.0,,88.0,,,69.0,,87.0
Student_8590,bab1e290,10,B,6749332715,student_8590@school.com,44.0,,,62.0,40.0,,87.0,,89.0,
Student_8591,a4af99b6,9,D,6117688019,student_8591@school.com,41.0,,90.0,56.0,,,,,59.0,97.0
Student_8592,852b5508,7,A,6636373908,student_8592@school.com,,83.0,,50.0,86.0,,,55.0,,71.0
Student_8593,508e87f1,11,A,7585089803,student_8593@school.com,,88.0,,,,67.0,92.0,,80.0,48.0
Student_8594,f60bc6c4,8,D,8876936875,student_8594@school.com,,68.0,57.0,,79.0,93.0,65.0,,,
Student_8595,e284831a,9,B,6227153706,student_8595@school.com,,71.0,,,70.0,62.0,80.0,,,79.0
Student_8596,fc44b8e9,8,B,7888095738,student_8596@school.com,92.0,,,78.0,81.0,,41.0,80.0,,
Student_8597,88ff5261,11,E,8226845096,student_8597@school.com,,40.0,51.0,,72.0,97.0,82.0,,,
Student_8598,ab950600,8,A,7117674033,student_8598@school.com,,72.0,47.0,,,85.0,43.0,,52.0,
Student_8599,080ff670,6,D,6013730853,student_8599@school.com,,,,,51.0,89.0,,86.0,68.0,52.0
Student_8600,061391f3,6,C,9830333802,student_8600@school.com,66.0,69.0,,,,,97.0,,81.0,90.0
Student_8601,9323e7a1,9,C,8369104913,student_8601@school.com,59.0,,80.0,,81.0,,77.0,,69.0,
Student_8602,163f3d8a,10,D,8057252523,student_8602@school.com,48.0,,79.0,52.0,98.0,,,,96.0,
Student_8603,5fd5f8f8,11,D,9063739733,student_8603@school.com,91.0,,61.0,75.0,,82.0,,71.0,,
Student_8604,f5330681,7,B,9248760759,student_8604@school.com,48.0,90.0,45.0,64.0,,,,,58.0,
Student_8605,636189db,10,E,6246087408,student_8605@school.com,54.0,59.0,,,,,,89.0,40.0,56.0
Student_8606,4aaca82f,9,B,9690713002,student_8606@school.com,,43.0,95.0,,81.0,47.0,,58.0,,
Student_8607,5e4cede6,10,C,9500683666,student_8607@school.com,60.0,,82.0,,60.0,,,55.0,93.0,
Student_8608,c678cb32,7,E,8617011367,student_8608@school.com,,64.0,,,,60.0,71.0,93.0,,42.0
Student_8609,90664cc8,11,B,7079960422,student_8609@school.com,93.0,49.0,81.0,,,94.0,,,,52.0
Student_8610,e0233743,9,D,6278843232,student_8610@school.com,,,68.0,,93.0,,97.0,43.0,,88.0
Student_8611,4aa47b41,6,B,7760897511,student_8611@school.com,,49.0,,81.0,81.0,95.0,,43.0,,
Student_8612,61151395,8,E,9020677280,student_8612@school.com,,98.0,,64.0,,87.0,83.0,94.0,,
Student_8613,20ed9206,11,E,6109568962,student_8613@school.com,94.0,50.0,,77.0,,88.0,,,,82.0
Student_8614,3ad60511,7,A,9484520994,student_8614@school.com,93.0,53.0,,,47.0,,41.0,,56.0,
Student_8615,3a1ae291,9,B,9547132205,student_8615@school.com,,,59.0,89.0,66.0,,78.0,91.0,,
Student_8616,a8aded25,8,B,7104674056,student_8616@school.com,71.0,91.0,87.0,,,76.0,,,,81.0
Student_8617,6ebea44b,8,D,9480146671,student_8617@school.com,,,,99.0,89.0,65.0,,72.0,53.0,
Student_8618,26c23fdb,7,D,6192447404,student_8618@school.com,40.0,,,,92.0,91.0,,42.0,,89.0
Student_8619,b53e6daf,6,A,6138611397,student_8619@school.com,,,97.0,80.0,92.0,77.0,,,88.0,
Student_8620,75fadc5c,10,B,7291037837,student_8620@school.com,42.0,55.0,83.0,,40.0,,,,71.0,
Student_8621,6c9be2fc,7,D,9976401000,student_8621@school.com,42.0,,55.0,,83.0,,48.0,,56.0,
Student_8622,5b9b188b,10,B,7700183920,student_8622@school.com,,60.0,,58.0,,46.0,,,89.0,72.0
Student_8623,8972d5fd,7,D,8578654916,student_8623@school.com,,71.0,92.0,46.0,,53.0,62.0,,,
Student_8624,88d05a12,10,E,9751593896,student_8624@school.com,47.0,,,81.0,99.0,,,,99.0,61.0
Student_8625,a7697fd9,7,C,8119293767,student_8625@school.com,,,79.0,52.0,81.0,,,85.0,92.0,
Student_8626,5bef9382,10,C,9036173276,student_8626@school.com,56.0,53.0,,,68.0,,,60.0,,52.0
Student_8627,ae294486,9,D,8247200198,student_8627@school.com,66.0,65.0,75.0,50.0,,,52.0,,,
Student_8628,11b9ad20,11,B,6963873768,student_8628@school.com,,,,78.0,66.0,75.0,,91.0,82.0,
Student_8629,6a76839c,11,B,6832724826,student_8629@school.com,45.0,88.0,,,84.0,,,85.0,86.0,
Student_8630,97c2bfff,7,E,8241035585,student_8630@school.com,,80.0,,94.0,60.0,,,94.0,73.0,
Student_8631,b294f8ad,9,C,9740247244,student_8631@school.com,,,49.0,,,60.0,55.0,98.0,42.0,
Student_8632,21527ea8,11,A,7548923859,student_8632@school.com,,,82.0,87.0,,,65.0,60.0,,63.0
Student_8633,1408a223,8,A,8082397264,student_8633@school.com,,42.0,,62.0,94.0,,,,97.0,42.0
Student_8634,0d62f029,9,A,7017059298,student_8634@school.com,46.0,45.0,,62.0,87.0,,87.0,,,
Student_8635,5450a0c8,11,C,9584746296,student_8635@school.com,78.0,,58.0,,,,97.0,,95.0,89.0
Student_8636,c0f88f5a,9,A,7944611822,student_8636@school.com,44.0,,,97.0,92.0,91.0,,,60.0,
Student_8637,f3eea15c,6,C,8426308885,student_8637@school.com,100.0,,86.0,57.0,,,64.0,,60.0,
Student_8638,34d69024,9,C,6080659753,student_8638@school.com,78.0,82.0,78.0,,68.0,86.0,,,,
Student_8639,c15c0597,9,C,6811439544,student_8639@school.com,50.0,,62.0,,,84.0,,,45.0,44.0
Student_8640,8b47a17e,10,B,7704014727,student_8640@school.com,93.0,64.0,95.0,,,,78.0,,,77.0
Student_8641,f029dede,7,D,7937340679,student_8641@school.com,49.0,62.0,,83.0,,74.0,,,96.0,
Student_8642,a4b4b15a,7,A,6655210433,student_8642@school.com,,58.0,,69.0,72.0,,,77.0,,78.0
Student_8643,ce73c5a4,10,B,6767953672,student_8643@school.com,,70.0,72.0,94.0,,45.0,67.0,,,
Student_8644,6c628a95,10,C,8416386295,student_8644@school.com,50.0,,60.0,,,73.0,73.0,95.0,,
Student_8645,b69fe5a5,6,A,9140945707,student_8645@school.com,93.0,80.0,,,,,98.0,69.0,,79.0
Student_8646,62e5ff30,10,C,9194607384,student_8646@school.com,,,,,93.0,58.0,48.0,50.0,,58.0
